time_period,location,heatwave,population,rainfall,mean_temperature,heatwave_days,mean_heat_index,max_heat_index,heatwave_event_count
2022-W21,location_0,1,100000,63.517400473383425,30.57233125243874,3,91.4526227119041,100.60349694920548,1
2022-W22,location_0,1,100000,56.96526369971318,30.57857985506212,2,89.24693824045426,97.66258432060567,1
2022-W23,location_0,1,100000,60.6233532485379,30.28012999334976,3,90.90969287414967,99.87959049886622,1
2022-W24,location_0,1,100000,36.74156450820168,29.31430668771953,2,89.35417903492572,97.80557204656762,1
2022-W25,location_0,1,100000,48.8123657110007,29.249314702475168,2,87.6895899388821,95.58611991850945,0
2022-W26,location_0,1,100000,38.639414849949276,29.69560128544098,2,88.13161431346919,96.17548575129226,1
2022-W27,location_0,1,100000,30.326274320320532,28.748185616466532,2,86.67761796912737,94.23682395883648,0
2022-W28,location_0,1,100000,38.45229113844341,28.59946419309176,2,87.93433145612447,95.9124419414993,0
2022-W29,location_0,1,100000,33.26092743443087,27.75715384549553,1,85.26915263661877,92.35887018215837,0
2022-W30,location_0,1,100000,43.8950872963139,27.428624588357483,1,85.25944646931147,92.34592862574863,0
2022-W31,location_0,1,100000,31.95114570396927,27.746302908088765,0,82.70668191933699,88.94224255911598,0
2022-W32,location_0,1,100000,41.73423629696704,25.989761542489383,1,83.86344140889541,90.48458854519389,0
2022-W33,location_0,0,100000,27.47468268856666,25.419298075527664,0,82.0,88.0,0
2022-W34,location_0,0,100000,20.112521669866506,25.136362289817306,0,82.0,88.0,0
2022-W35,location_0,0,100000,49.84034301847767,26.657365063956654,0,82.0,88.0,0
2022-W36,location_0,0,100000,19.47037987175014,24.916813289671623,0,82.0,88.0,0
2022-W37,location_0,0,100000,34.924167834298075,24.327415313980104,0,82.0,88.0,0
2022-W38,location_0,0,100000,42.43195677733522,23.53278285824404,0,82.0,88.0,0
2022-W39,location_0,0,100000,47.68018895491018,24.630382420432717,0,82.0,88.0,0
2022-W40,location_0,0,100000,48.99051991827979,22.89719786923,0,82.0,88.0,0
2022-W41,location_0,0,100000,75.28101912493021,22.87341722120681,0,82.0,88.0,0
2022-W42,location_0,0,100000,71.29133834743938,23.325212887729993,0,82.0,88.0,0
2022-W43,location_0,0,100000,64.42161301507895,23.260793746232935,0,82.0,88.0,0
2022-W44,location_0,0,100000,65.40835604731559,23.086850260889264,0,82.0,88.0,0
2022-W45,location_0,0,100000,80.71838946271566,23.1645889234451,0,82.0,88.0,0
2022-W46,location_0,0,100000,84.39140180704909,23.65395268474907,0,82.0,88.0,0
2022-W47,location_0,0,100000,95.04404425187121,22.624565284701845,0,82.0,88.0,0
2022-W48,location_0,0,100000,113.0688433449314,23.337907597660422,0,82.0,88.0,0
2022-W49,location_0,0,100000,95.84336216689653,23.223263754917614,0,82.0,88.0,0
2022-W50,location_0,0,100000,109.71878508637352,23.88041562680667,0,82.0,88.0,0
2022-W51,location_0,0,100000,115.11050735800076,24.61991516648323,0,82.0,88.0,0
2022-W52,location_0,0,100000,111.76463121921631,24.06374996858075,0,82.0,88.0,0
2023-W01,location_0,0,100000,129.40076957924293,24.419101486713405,0,82.0,88.0,0
2023-W02,location_0,0,100000,122.40171325502779,26.020782520726687,0,82.0,88.0,0
2023-W03,location_0,0,100000,126.08006319328089,25.63012849413722,0,82.0,88.0,0
2023-W04,location_0,0,100000,130.33173070188312,25.90950356178932,0,82.0,88.0,0
2023-W05,location_0,0,100000,149.9486200680762,27.87171318517229,0,82.0,88.0,0
2023-W06,location_0,0,100000,118.26465081809343,27.12050342336745,0,82.0,88.0,0
2023-W07,location_0,1,100000,123.57416818423832,27.565285630660284,0,82.6035488960755,88.80473186143399,0
2023-W08,location_0,0,100000,119.62171267923571,28.091128455895884,0,82.0,88.0,0
2023-W09,location_0,1,100000,112.07167698420356,28.066043546351516,0,83.31922587094473,89.75896782792631,0
2023-W10,location_0,1,100000,114.69896525476226,30.135499205660953,2,87.95575766117923,95.94101021490565,0
2023-W11,location_0,1,100000,117.23306611891921,29.772967018281964,3,89.86635475498329,98.4884730066444,1
2023-W12,location_0,1,100000,114.33674175881842,30.33805905337393,2,89.37045008967803,97.82726678623737,1
2023-W13,location_0,1,100000,110.8189669224149,29.566134632172236,2,88.6562431763443,96.8749909017924,1
2023-W14,location_0,1,100000,108.87247441041704,30.232666638151983,2,88.5977711927908,96.7970282570544,1
2023-W15,location_0,1,100000,102.99017335589885,30.891767643380597,3,90.09810361890361,98.79747149187148,1
2023-W16,location_0,1,100000,90.38878148721179,31.02550972615959,3,90.13488424129224,98.846512321723,1
2023-W17,location_0,1,100000,102.92692464128787,31.155165630786357,3,90.37549955764567,99.16733274352755,1
2023-W18,location_0,1,100000,93.89728698283835,31.130818310545365,3,89.87388444290796,98.49851259054395,1
2023-W19,location_0,1,100000,85.75201178087067,31.20553431546335,3,91.53486332094316,100.71315109459087,1
2023-W20,location_0,1,100000,74.43091798113318,30.925425069458996,3,89.66467466645798,98.21956622194398,1
2023-W21,location_0,1,100000,64.40601222024893,30.83948145548914,3,90.55388700387094,99.40518267182793,1
2023-W22,location_0,1,100000,58.8256803052575,30.6605890063845,3,92.44773618275289,101.93031491033719,1
2023-W23,location_0,1,100000,41.24649811692696,30.49337047746153,3,90.6879896710871,99.58398622811612,1
2023-W24,location_0,1,100000,57.150864089451424,29.873600312369625,3,91.93495726637572,101.24660968850097,1
2023-W25,location_0,1,100000,42.9385225183662,30.35207652750468,2,89.20324025871275,97.60432034495034,1
2023-W26,location_0,1,100000,50.90882173026223,29.546386840672223,2,89.2845956687017,97.7127942249356,1
2023-W27,location_0,1,100000,44.550356173981655,28.769416677649456,3,89.89068061654056,98.52090748872075,1
2023-W28,location_0,1,100000,42.89357346683537,27.891444580368187,2,87.00581667020664,94.67442222694218,0
2023-W29,location_0,1,100000,42.05386812045847,28.397334694393063,2,86.92095299435611,94.56127065914148,0
2023-W30,location_0,1,100000,18.504534120520656,27.514825815644894,2,87.16501040486199,94.88668053981598,0
2023-W31,location_0,1,100000,42.28099969840892,27.385476025917395,0,82.52847027936944,88.70462703915926,0
2023-W32,location_0,1,100000,30.290069910220634,25.97586299496024,0,82.02259139950343,88.03012186600456,0
2023-W33,location_0,0,100000,39.83565740266637,26.412021885418035,0,82.0,88.0,0
2023-W34,location_0,0,100000,32.455240611748394,25.851096973107424,0,82.0,88.0,0
2023-W35,location_0,0,100000,29.13766848341453,25.495886992349664,0,82.0,88.0,0
2023-W36,location_0,0,100000,39.47360301920588,25.206249551421408,0,82.0,88.0,0
2023-W37,location_0,0,100000,48.368714674688846,24.51424976725688,0,82.0,88.0,0
2023-W38,location_0,0,100000,36.79427335572968,23.976845394536767,0,82.0,88.0,0
2023-W39,location_0,0,100000,56.1090433367391,23.21714942265357,0,82.0,88.0,0
2023-W40,location_0,0,100000,47.03617887609249,23.078544743793348,0,82.0,88.0,0
2023-W41,location_0,0,100000,58.34466970993417,23.9485908560375,0,82.0,88.0,0
2023-W42,location_0,0,100000,68.27168625503818,24.296563954850104,0,82.0,88.0,0
2023-W43,location_0,0,100000,82.4939494706512,22.808907930013483,0,82.0,88.0,0
2023-W44,location_0,0,100000,62.81378031340114,22.374732694975133,0,82.0,88.0,0
2023-W45,location_0,0,100000,85.18458891973067,23.283769775050214,0,82.0,88.0,0
2023-W46,location_0,0,100000,69.19799216065783,23.127985122414316,0,82.0,88.0,0
2023-W47,location_0,0,100000,99.19379776386613,23.30592051659144,0,82.0,88.0,0
2023-W48,location_0,0,100000,103.52003522347675,23.075330572866783,0,82.0,88.0,0
2023-W49,location_0,0,100000,111.26395542658378,23.47375667828324,0,82.0,88.0,0
2023-W50,location_0,0,100000,108.81942268150904,24.376896597080965,0,82.0,88.0,0
2023-W51,location_0,0,100000,102.52834492324422,23.13113770992065,0,82.0,88.0,0
2023-W52,location_0,0,100000,116.23140085049869,24.772051539763492,0,82.0,88.0,0
2022-W01,location_1,0,110000,129.4999251729427,24.779797489178822,0,82.0,88.0,0
2022-W02,location_1,0,110000,119.78883179642303,25.733348828421843,0,82.0,88.0,0
2022-W03,location_1,0,110000,130.21148345871086,26.638430627736657,0,82.0,88.0,0
2022-W04,location_1,0,110000,137.45692316682928,26.28595351185738,0,82.0,88.0,0
2022-W05,location_1,0,110000,128.7597275261781,27.107678826554604,0,82.0,88.0,0
2022-W06,location_1,1,110000,130.52723591385168,27.49595222700773,0,83.47990715835364,89.97320954447153,0
2022-W07,location_1,1,110000,132.07140186713323,27.879427426717257,1,83.51631108072675,90.02174810763566,0
2022-W08,location_1,1,110000,115.40448802764047,27.319356451583275,1,83.68436512706211,90.24582016941615,0
2022-W09,location_1,1,110000,123.78797142186652,29.76818175026177,0,83.03059786915831,89.3741304922111,0
2022-W10,location_1,1,110000,126.25491750200703,29.013503323325136,2,86.72785317063403,94.30380422751205,0
2022-W11,location_1,1,110000,125.1324267090266,29.4325600008697,1,86.03903754624669,93.38538339499559,0
2022-W12,location_1,1,110000,116.34967702525344,31.24822712864097,2,88.57263475567255,96.7635130075634,1
2022-W13,location_1,1,110000,112.6217120639289,30.543971084022125,2,88.40221957813469,96.53629277084625,1
2022-W14,location_1,1,110000,100.77925611960363,30.725480927040266,2,88.81543985228917,97.08725313638556,1
2022-W15,location_1,1,110000,110.42903477011839,30.89915514279961,2,88.51041276482651,96.68055035310202,1
2022-W16,location_1,1,110000,93.69186131118326,31.335036158055512,3,89.72759934393197,98.30346579190929,1
2022-W17,location_1,1,110000,74.41358946049394,30.214711939394505,2,88.2945561746837,96.39274156624495,1
2022-W18,location_1,1,110000,78.61230149184911,30.248191969951346,3,92.42618777031838,101.90158369375783,1
2022-W19,location_1,1,110000,97.69582402638446,31.19576628208799,2,87.40125663146324,95.20167550861765,0
2022-W20,location_1,1,110000,59.83351352232548,30.75052998893206,3,90.32570474449597,99.10093965932796,1
2022-W21,location_1,1,110000,72.74828021942464,30.93552281255593,3,91.0238653944541,100.0318205259388,1
2022-W22,location_1,1,110000,67.90300568861936,31.386801269510272,3,91.4839370368907,100.64524938252093,1
2022-W23,location_1,1,110000,65.98654706731747,30.233700742256943,2,89.16861745988088,97.5581566131745,1
2022-W24,location_1,1,110000,61.88060459003161,30.1036058323338,3,91.54672267985858,100.72896357314477,1
2022-W25,location_1,1,110000,42.72000807765984,29.231493182192718,3,89.5867040616946,98.11560541559281,1
2022-W26,location_1,1,110000,28.96345404099657,29.645578952532997,2,88.04713232868242,96.0628431049099,1
2022-W27,location_1,1,110000,18.77236832040141,28.52441926686473,2,87.15143360399793,94.86857813866389,0
2022-W28,location_1,1,110000,36.958229198948096,28.39098307920074,1,84.90219990969467,91.8695998795929,0
2022-W29,location_1,1,110000,34.310997297679464,27.517632179055877,1,85.6780795007173,92.9041060009564,0
2022-W30,location_1,1,110000,34.16115966699539,27.826569123469625,1,85.82845458476469,93.10460611301959,0
2022-W31,location_1,1,110000,29.49441886377507,26.91316751130126,1,84.29058051145363,91.05410734860483,0
2022-W32,location_1,0,110000,20.072038866401943,26.13974441303535,0,82.0,88.0,0
2022-W33,location_1,0,110000,31.0022975822301,25.72487351059096,0,82.0,88.0,0
2022-W34,location_1,0,110000,30.601785566511634,25.31769375808872,0,82.0,88.0,0
2022-W35,location_1,0,110000,22.281477809622995,25.166443702960787,0,82.0,88.0,0
2022-W36,location_1,0,110000,38.04549726030016,24.055546315870814,0,82.0,88.0,0
2022-W37,location_1,0,110000,37.80080355235282,24.579537926107832,0,82.0,88.0,0
2022-W38,location_1,0,110000,41.35080411242769,23.514543223943516,0,82.0,88.0,0
2022-W39,location_1,0,110000,38.69753160602233,23.32768576160018,0,82.0,88.0,0
2022-W40,location_1,0,110000,43.20589020627378,23.61418781359198,0,82.0,88.0,0
2022-W41,location_1,0,110000,48.004707610682246,23.072307257588587,0,82.0,88.0,0
2022-W42,location_1,0,110000,65.77203200301213,22.245256374855998,0,82.0,88.0,0
2022-W43,location_1,0,110000,79.85549231404399,22.723963877273434,0,82.0,88.0,0
2022-W44,location_1,0,110000,81.73526850056804,23.224605983996305,0,82.0,88.0,0
2022-W45,location_1,0,110000,73.39303165819953,23.13931390943796,0,82.0,88.0,0
2022-W46,location_1,0,110000,81.22602841926,22.459491004588866,0,82.0,88.0,0
2022-W47,location_1,0,110000,88.66635434295279,23.962389225072627,0,82.0,88.0,0
2022-W48,location_1,0,110000,101.43082516009383,23.117834237237417,0,82.0,88.0,0
2022-W49,location_1,0,110000,101.40662104551475,24.351948584297197,0,82.0,88.0,0
2022-W50,location_1,0,110000,122.64725598022923,25.236801052372428,0,82.0,88.0,0
2022-W51,location_1,0,110000,111.90195629321924,24.154834294924466,0,82.0,88.0,0
2022-W52,location_1,0,110000,123.1469625213711,24.935410186435607,0,82.0,88.0,0
2023-W01,location_1,0,110000,138.49502909596197,25.168278011801718,0,82.0,88.0,0
2023-W02,location_1,0,110000,129.94515214567195,24.654067805320775,0,82.0,88.0,0
2023-W03,location_1,0,110000,142.09870873092848,25.891013433070093,0,82.0,88.0,0
2023-W04,location_1,0,110000,133.61721716867575,26.61139772980162,0,82.0,88.0,0
2023-W05,location_1,0,110000,139.50897846245763,26.771395027388156,0,82.0,88.0,0
2023-W06,location_1,0,110000,122.75280207444935,27.244686461017253,0,82.0,88.0,0
2023-W07,location_1,1,110000,116.48157217162176,28.133392268456944,0,82.12691756814493,88.16922342419325,0
2023-W08,location_1,1,110000,134.3997802669773,28.49203304721604,0,82.68041283790943,88.90721711721258,0
2023-W09,location_1,1,110000,132.8199672855713,28.974241480327226,1,83.51480901590206,90.01974535453608,0
2023-W10,location_1,1,110000,126.5748750124955,29.133578476446015,2,88.25978386596617,96.3463784879549,1
2023-W11,location_1,1,110000,130.19285784174502,29.341527783493067,2,87.36040519253575,95.147206923381,0
2023-W12,location_1,1,110000,122.6253782957872,30.69857748549142,2,86.77352394885857,94.36469859847809,0
2023-W13,location_1,1,110000,114.40216842950161,30.130701786350777,2,87.5839152952052,95.44522039360693,0
2023-W14,location_1,1,110000,100.40147491807184,30.11912208058077,3,90.02604406932826,98.70139209243769,1
2023-W15,location_1,1,110000,94.4254898077837,30.61533711192158,2,86.74783017698606,94.33044023598141,0
2023-W16,location_1,1,110000,87.91473599338534,30.838785324716174,3,91.40665689419112,100.54220919225483,1
2023-W17,location_1,1,110000,83.05548635011434,31.24151683414522,3,91.75125182147147,101.0016690952953,1
2023-W18,location_1,1,110000,84.25896902376505,31.350275522016577,3,90.52370975566473,99.36494634088629,1
2023-W19,location_1,1,110000,76.64698381349997,30.370378684304104,3,89.71659750002445,98.28879666669927,1
2023-W20,location_1,1,110000,69.5135612885372,30.38805152945721,2,89.12101795031293,97.49469060041724,1
2023-W21,location_1,1,110000,48.17592848292862,30.01488085448624,3,90.78907770252721,99.71877027003629,1
2023-W22,location_1,1,110000,62.98117828468934,30.95599141592889,3,89.57448208488678,98.09930944651572,1
2023-W23,location_1,1,110000,58.8827821105373,30.358509901072196,2,88.9646037805111,97.2861383740148,1
2023-W24,location_1,1,110000,52.465389791502936,30.116922466383627,3,90.52062359201565,99.36083145602088,1
2023-W25,location_1,1,110000,32.655195942079054,28.578419952484772,3,90.21015034060929,98.94686712081237,1
2023-W26,location_1,1,110000,33.32454246233399,28.39692579793462,3,89.78750385549826,98.38333847399768,1
2023-W27,location_1,1,110000,52.3072069390797,29.175850940467537,2,87.91680097034785,95.8890679604638,0
2023-W28,location_1,1,110000,35.06851232344179,28.33096403998299,1,86.47990165527276,93.97320220703034,0
2023-W29,location_1,1,110000,46.96523858929696,28.589924541805146,1,84.76405109658035,91.68540146210712,0
2023-W30,location_1,1,110000,36.1978674417298,27.76957521419602,1,83.87521453831488,90.5002860510865,0
2023-W31,location_1,1,110000,36.111286122629835,27.385162262154655,1,85.43447723093576,92.57930297458101,0
2023-W32,location_1,1,110000,30.696781786495002,26.306047090226244,0,83.27025760340044,89.69367680453392,0
2023-W33,location_1,0,110000,44.425123840898436,26.787251449453624,0,82.0,88.0,0
2023-W34,location_1,0,110000,31.975397470702372,25.745550468869965,0,82.0,88.0,0
2023-W35,location_1,0,110000,34.349583312338716,24.549107772535756,0,82.0,88.0,0
2023-W36,location_1,0,110000,50.907239450757736,25.23006422275641,0,82.0,88.0,0
2023-W37,location_1,0,110000,40.17464125161012,24.29635376479052,0,82.0,88.0,0
2023-W38,location_1,0,110000,37.73224942042462,23.42545196519537,0,82.0,88.0,0
2023-W39,location_1,0,110000,33.81678927051212,23.68507514489521,0,82.0,88.0,0
2023-W40,location_1,0,110000,61.19157944967492,23.50912635588924,0,82.0,88.0,0
2023-W41,location_1,0,110000,61.01010050345176,23.47375057800159,0,82.0,88.0,0
2023-W42,location_1,0,110000,62.78092499219605,22.51063446524663,0,82.0,88.0,0
2023-W43,location_1,0,110000,68.04324861539884,22.748810591453065,0,82.0,88.0,0
2023-W44,location_1,0,110000,70.60732797206956,23.156282719179924,0,82.0,88.0,0
2023-W45,location_1,0,110000,83.85312825441171,22.451961353098042,0,82.0,88.0,0
2023-W46,location_1,0,110000,78.38218355184469,22.04248110523386,0,82.0,88.0,0
2023-W47,location_1,0,110000,93.82550697835757,23.177994372849536,0,82.0,88.0,0
2023-W48,location_1,0,110000,102.44698857411161,24.20838630520351,0,82.0,88.0,0
2023-W49,location_1,0,110000,98.67659228541547,23.223454241356762,0,82.0,88.0,0
2023-W50,location_1,0,110000,124.45885342403425,23.794167463548852,0,82.0,88.0,0
2023-W51,location_1,0,110000,128.41535631639545,24.251296445018056,0,82.0,88.0,0
2023-W52,location_1,0,110000,143.94130281649956,25.09879928621496,0,82.0,88.0,0
2022-W01,location_2,0,120000,111.33614790942757,24.878825971196907,0,82.0,88.0,0
2022-W02,location_2,0,120000,127.25401228710139,25.01545713326261,0,82.0,88.0,0
2022-W03,location_2,0,120000,112.18053860078481,24.998804079774057,0,82.0,88.0,0
2022-W04,location_2,0,120000,128.09178292565636,26.437706369640896,0,82.0,88.0,0
2022-W05,location_2,0,120000,120.91998856046438,26.347305083081057,0,82.0,88.0,0
2022-W06,location_2,0,120000,139.93176586196103,27.200187211229437,0,82.0,88.0,0
2022-W07,location_2,0,120000,122.7425451038191,27.613494406946575,0,82.0,88.0,0
2022-W08,location_2,1,120000,125.62705732753264,28.880517974850623,0,82.81760892060738,89.09014522747651,0
2022-W09,location_2,1,120000,129.9645084232203,28.031745134083952,1,83.5602380379282,90.08031738390427,0
2022-W10,location_2,1,120000,122.29370996305403,30.011180495074928,1,85.86829117312928,93.15772156417238,0
2022-W11,location_2,1,120000,118.37560617939867,28.963681020326593,1,85.63362521754115,92.8448336233882,0
2022-W12,location_2,1,120000,110.28491774384729,30.147906915350802,2,87.37991641358511,95.17322188478015,0
2022-W13,location_2,1,120000,119.78879179891443,30.832336415367795,2,88.80122239336451,97.06829652448602,1
2022-W14,location_2,1,120000,117.92254499009258,29.569931033574463,3,90.60714179343634,99.47618905791512,1
2022-W15,location_2,1,120000,102.70054562357025,30.430164829582626,2,89.15076953349528,97.53435937799371,1
2022-W16,location_2,1,120000,94.80348738419153,31.074158753918045,3,89.87170841385912,98.49561121847883,1
2022-W17,location_2,1,120000,90.38821886497449,31.186404387494687,3,90.21352027983278,98.95136037311036,1
2022-W18,location_2,1,120000,86.84510401340076,31.294217140989595,3,92.1879221371983,101.58389618293106,1
2022-W19,location_2,1,120000,85.85481964747395,31.411308465564744,3,89.57765382585055,98.1035384344674,1
2022-W20,location_2,1,120000,76.24731401823158,31.499344799410537,3,91.25112316710943,100.33483088947922,1
2022-W21,location_2,1,120000,69.1085613013682,29.297903011511515,3,91.25172341518375,100.33563122024499,1
2022-W22,location_2,1,120000,46.93277516209163,30.79821709616877,3,91.14140869882317,100.18854493176421,1
2022-W23,location_2,1,120000,49.6034560417241,31.014643229911538,3,90.90583208818273,99.87444278424364,1
2022-W24,location_2,1,120000,50.22488115445515,30.241881012371707,2,89.2813008514915,97.70840113532199,1
2022-W25,location_2,1,120000,37.5954200516868,29.647190504308053,3,91.2170787519057,100.28943833587427,1
2022-W26,location_2,1,120000,39.442870047714095,28.955747454208716,2,88.54267649488834,96.72356865985113,1
2022-W27,location_2,1,120000,35.66408476642462,28.864611189105524,2,88.90718849376414,97.20958465835218,1
2022-W28,location_2,1,120000,26.979204160721498,27.959802575614983,2,87.193708113263,94.92494415101733,0
2022-W29,location_2,1,120000,21.34915463194492,28.243806554718983,2,87.30774764193796,95.07699685591729,0
2022-W30,location_2,1,120000,32.91670988945543,27.91609394830818,1,85.53627878292505,92.7150383772334,0
2022-W31,location_2,1,120000,18.957019447469158,27.232229197966646,1,84.38414265253074,91.17885687004099,0
2022-W32,location_2,1,120000,36.99225804256836,27.323780324987922,0,82.49816420243339,88.66421893657784,0
2022-W33,location_2,1,120000,29.715287660771335,26.284001230818987,1,83.92842117375335,90.57122823167113,0
2022-W34,location_2,0,120000,32.92508552918012,26.056028396359167,0,82.0,88.0,0
2022-W35,location_2,0,120000,30.550711358256507,25.51738901981986,0,82.0,88.0,0
2022-W36,location_2,0,120000,41.887384055218135,24.595536827050903,0,82.0,88.0,0
2022-W37,location_2,0,120000,29.942437531484707,25.11896315278142,0,82.0,88.0,0
2022-W38,location_2,0,120000,35.34068579695431,23.540087154317785,0,82.0,88.0,0
2022-W39,location_2,0,120000,45.415793620332,24.056268446384014,0,82.0,88.0,0
2022-W40,location_2,0,120000,56.263512365222546,23.79773708643963,0,82.0,88.0,0
2022-W41,location_2,0,120000,40.81158074953311,23.302140524217904,0,82.0,88.0,0
2022-W42,location_2,0,120000,73.33982938621439,23.234124928803247,0,82.0,88.0,0
2022-W43,location_2,0,120000,65.43657347991957,23.03706131977022,0,82.0,88.0,0
2022-W44,location_2,0,120000,82.07728575581255,23.339256986374355,0,82.0,88.0,0
2022-W45,location_2,0,120000,87.25602683456677,23.072638797330157,0,82.0,88.0,0
2022-W46,location_2,0,120000,83.37751903849481,23.372105561365107,0,82.0,88.0,0
2022-W47,location_2,0,120000,83.64412452306883,23.13476550834267,0,82.0,88.0,0
2022-W48,location_2,0,120000,88.26099233450208,24.16367448754679,0,82.0,88.0,0
2022-W49,location_2,0,120000,105.64651093035006,23.892990673493145,0,82.0,88.0,0
2022-W50,location_2,0,120000,106.10799086633631,24.528254362158552,0,82.0,88.0,0
2022-W51,location_2,0,120000,105.81012768446503,24.52545763001856,0,82.0,88.0,0
2022-W52,location_2,0,120000,116.93538779192801,24.115848017258603,0,82.0,88.0,0
2023-W01,location_2,0,120000,114.7705253466442,25.195690868637755,0,82.0,88.0,0
2023-W02,location_2,0,120000,120.33041732935627,26.237053686397104,0,82.0,88.0,0
2023-W03,location_2,0,120000,130.77686424108933,26.00905804181255,0,82.0,88.0,0
2023-W04,location_2,0,120000,117.73426655586262,25.679884996644965,0,82.0,88.0,0
2023-W05,location_2,0,120000,125.04011657055551,26.937543692893033,0,82.0,88.0,0
2023-W06,location_2,1,120000,124.72374733966171,28.02900340817367,0,82.09261078970084,88.12348105293445,0
2023-W07,location_2,1,120000,137.1961469769399,28.51333884910109,1,84.11984549534505,90.82646066046006,0
2023-W08,location_2,1,120000,132.90780435071127,28.61567845625217,1,84.66379445299847,91.55172593733128,0
2023-W09,location_2,1,120000,115.28699234604417,28.402266441484485,0,83.0546535952894,89.40620479371918,0
2023-W10,location_2,1,120000,135.37243619988627,29.08120524965665,2,86.96493920811498,94.61991894415331,0
2023-W11,location_2,1,120000,120.99530815114805,29.64168360098171,1,84.99757554236268,91.99676738981691,0
2023-W12,location_2,1,120000,119.11524030077868,29.455076690625752,2,88.65642949089937,96.87523932119915,1
2023-W13,location_2,1,120000,105.89104393226708,30.1356678552698,2,88.67490462063694,96.8998728275159,1
2023-W14,location_2,1,120000,121.18584523154846,30.46110724640755,2,88.66256878974212,96.88342505298951,1
2023-W15,location_2,1,120000,94.59307991871529,30.58435272695282,2,89.23958205963663,97.6527760795155,1
2023-W16,location_2,1,120000,94.84174355238481,31.511484719982064,2,89.24807461278684,97.66409948371577,1
2023-W17,location_2,1,120000,89.62971383978592,30.964140480318836,3,90.5662890366023,99.42171871546972,1
2023-W18,location_2,1,120000,68.355777402618,30.727858282443737,4,92.85210709820151,102.46947613093535,1
2023-W19,location_2,1,120000,82.11720151262503,30.786201189915882,3,90.97612469519831,99.96816626026441,1
2023-W20,location_2,1,120000,73.79364299645356,31.380520456524295,3,92.22004391964548,101.62672522619397,1
2023-W21,location_2,1,120000,72.00436595790404,30.818506760727242,3,91.23166674295376,100.30888899060503,1
2023-W22,location_2,1,120000,41.11350539301428,29.863490710618493,3,90.68355363126649,99.57807150835532,1
2023-W23,location_2,1,120000,53.263407018627376,29.57570991171795,2,88.90831237181332,97.21108316241776,1
2023-W24,location_2,1,120000,69.89963271647305,30.938733897804646,2,88.6799473706057,96.90659649414094,1
2023-W25,location_2,1,120000,36.420539919706854,28.747989023542566,2,88.78273017248578,97.04364022998105,1
2023-W26,location_2,1,120000,40.810722365144606,28.526740576685697,2,88.44515315462623,96.59353753950164,1
2023-W27,location_2,1,120000,40.85612754187668,29.12643813378782,2,86.8835898351669,94.51145311355587,0
2023-W28,location_2,1,120000,28.575208417261745,28.797025349229273,1,85.34137491018716,92.4551665469162,0
2023-W29,location_2,1,120000,30.15430973607041,28.204582071059317,1,85.96936617151309,93.29248822868412,0
2023-W30,location_2,1,120000,43.335087290555,28.052057787587273,1,85.71579347225534,92.95439129634046,0
2023-W31,location_2,1,120000,45.66152011370065,28.04695142086006,1,83.62689397080352,90.16919196107136,0
2023-W32,location_2,0,120000,41.90716346108135,26.05500254423199,0,82.0,88.0,0
2023-W33,location_2,0,120000,33.954974789609494,26.05644279600027,0,82.0,88.0,0
2023-W34,location_2,0,120000,26.1802755105861,25.204397016091605,0,82.0,88.0,0
